text,word_count,focus_word,predictability,field,category
Often it is too hard even to find the extremal answer f(n) exactly and one can only give an asymptotic estimate.,21,estimate,0.8,mathematics,medium
"Here a logical system is said to be effectively given if it is possible to decide, given any formula in the language of the system, whether the formula is an axiom, and one which can express the Peano axioms is called ""sufficiently strong.",43,system,1.25,mathematics,very_long
"Reversing the inequality to gives the corresponding definition of the limit of as decreases without bound, Sometimes, it is useful to conclude that a sequence converges, even though the value to which it converges is unknown or irrelevant.",38,converges,0.9,mathematics,very_long
"Morphism of affine varieties Using regular functions from an affine variety to A1, we can define regular maps from one affine variety to another.",24,affine,1.35,mathematics,medium
"An important class of varieties, not easily understood directly from their defining equations, are the abelian varieties, which are the projective varieties whose points form an abelian group.",28,varieties,0.9,mathematics,medium
The development of calculus was built on earlier concepts of instantaneous motion and area underneath curves.,16,calculus,0.8,mathematics,short
Combinatorics is well known for the breadth of the problems it tackles.,12,problems,0.7,mathematics,short
"Order theory Order theory is the study of partially ordered sets, both finite and infinite.",15,sets,1.25,mathematics,short
"In other words, a projective variety is a projective algebraic set, whose homogeneous coordinate ring is an integral domain, the projective coordinates ring being defined as the quotient of the graded ring or the polynomials in variables by the homogeneous (reduced) ideal defining the variety.",45,variety,0.9,mathematics,very_long
"Since analytic varieties may have singular points, not all analytic varieties are manifolds.",13,manifolds,0.8,mathematics,short
"As x goes to positive infinity, the slope of the line from the origin to the point (x, x3) goes to positive infinity just as before.",26,infinity,0.9,mathematics,medium
"Given a set S of polynomials, when is S = I(V(S))?",11,polynomials,1.25,mathematics,short
"As non-cooperative game theory is more general, cooperative games can be analyzed through the approach of non-cooperative game theory (the converse does not hold) provided that sufficient assumptions are made to encompass all the possible strategies available to players due to the possibility of external enforcement of cooperation.",48,cooperative,0.9,mathematics,very_long
The main algorithms of real algebraic geometry which solve a problem solved by CAD are related to the topology of semi-algebraic sets.,22,sets,0.8,mathematics,medium
The area has further connections to coding theory and geometric combinatorics.,11,connections,0.7,mathematics,short
"An almost complex manifold is a real manifold , endowed with a tensor of type (1, 1), i.e. a vector bundle endomorphism (called an almost complex structure) , such that It follows from this definition that an almost complex manifold is even-dimensional.",42,manifold,1.35,mathematics,very_long
One important technique in arithmetic combinatorics is the ergodic theory of dynamical systems.,13,theory,0.6,mathematics,short
"Basic constructions, such as the fundamental group or the fundamental groupoid of a topological space, can be expressed as functors to the category of groupoids in this way, and the concept is pervasive in algebra and its applications.",38,groupoids,0.9,mathematics,long
"The development of complex geometry was spurred on by parallel results in algebraic geometry, and results in the geometry and global analysis of complex manifolds were proven by Shing-Tung Yau and others.",32,geometry,1.25,mathematics,long
"To see how this might come about, consider the variety .",11,variety,1.15,mathematics,short
"Algebraic geometry is a branch of mathematics, classically studying zeros of multivariate polynomials.",13,polynomials,0.8,mathematics,short
